time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6
20210403_210000,3,3,9,229,5,9,0.028,0.0268,-0.4308,0.0,0.03829,-0.009723,0.4261,-0.007788,
20210403_210000,3,3,9,229,5,8,0.05384,0.0535,-0.2488,0.0,-0.05294,0.6432,-0.009723,0.3862,
20210403_210000,3,3,9,229,5,1,0.1695,0.1696,-0.5714,0.0,0.02535,-0.05294,0.03829,-0.02318,
20210403_210000,3,3,9,229,5,0,0.2191,0.2187,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,3,3,8,229,5,10,-0.09736,-0.09853,-0.2223,0.0,-0.02318,0.3862,-0.007788,0.274,
20210403_210000,3,3,8,229,5,9,-0.02133,-0.02222,-0.4308,0.0,0.03829,-0.009723,0.4261,-0.007788,
20210403_210000,3,15,3,300,5,8,-0.06179,-0.05839,-0.2019,0.0,-0.04046,0.9736,0.05871,0.856,
20210403_210000,3,3,8,229,5,1,-0.08808,-0.08996,-0.5714,0.0,0.02535,-0.05294,0.03829,-0.02318,
20210403_210000,3,3,8,229,5,0,0.2759,0.2795,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,3,3,7,66,5,9,0.02107,0.01974,-0.4308,0.0,0.03829,-0.009723,0.4261,-0.007788,
20210403_210000,3,3,7,66,5,8,0.03828,0.03757,-0.2488,0.0,-0.05294,0.6432,-0.009723,0.3862,
20210403_210000,3,3,7,66,5,1,0.01833,0.0194,-0.5714,0.0,0.02535,-0.05294,0.03829,-0.02318,
20210403_210000,3,3,7,66,5,0,-0.3309,-0.3328,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,3,3,6,63,5,10,-0.04871,-0.04895,-0.2223,0.0,-0.02318,0.3862,-0.007788,0.274,
20210403_210000,3,3,6,63,5,9,-0.02023,-0.02153,-0.4308,0.0,0.03829,-0.009723,0.4261,-0.007788,
20210403_210000,3,3,6,63,5,8,0.07599,0.07529,-0.2488,0.0,-0.05294,0.6432,-0.009723,0.3862,
20210403_210000,3,3,6,63,5,1,-0.00848,-0.009207,-0.5714,0.0,0.02535,-0.05294,0.03829,-0.02318,
20210403_210000,3,3,6,63,5,0,0.06002,0.06146,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,3,3,7,66,5,10,0.0112,0.01082,-0.2223,0.0,-0.02318,0.3862,-0.007788,0.274,
20210403_210000,3,3,8,229,5,8,0.1084,0.107,-0.2488,0.0,-0.05294,0.6432,-0.009723,0.3862,
20210403_210000,209,3,8,131,5,9,-0.05009,-0.05069,-0.5237,0.0,-0.02399,0.1328,0.3523,0.1051,
20210403_210000,209,3,8,131,5,8,0.07569,0.07457,-0.0518,0.0,-0.0654,0.543,0.1328,0.2916,
20210403_210000,209,3,8,131,5,1,-0.1155,-0.1156,-0.4551,0.0,0.01101,-0.0654,-0.02399,-0.03719,
20210403_210000,209,3,8,131,5,0,-0.29,-0.2894,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,209,3,7,42,5,10,0.045,0.04391,-0.09859,0.0,-0.03719,0.2916,0.1051,0.1933,
20210403_210000,209,3,7,42,5,9,0.3458,0.3451,-0.5237,0.0,-0.02399,0.1328,0.3523,0.1051,
20210403_210000,209,3,7,42,5,8,0.05759,0.05596,-0.0518,0.0,-0.0654,0.543,0.1328,0.2916,
20210403_210000,209,3,7,42,5,1,-0.1024,-0.1018,-0.4551,0.0,0.01101,-0.0654,-0.02399,-0.03719,
20210403_210000,209,3,7,42,5,0,-0.3678,-0.3687,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,209,3,8,131,5,10,-0.1806,-0.1817,-0.09859,0.0,-0.03719,0.2916,0.1051,0.1933,
20210403_210000,209,3,6,41,5,9,0.06081,0.06074,-0.5237,0.0,-0.02399,0.1328,0.3523,0.1051,
20210403_210000,209,3,6,41,5,10,0.0213,0.02103,-0.09859,0.0,-0.03719,0.2916,0.1051,0.1933,
20210403_210000,209,3,6,41,5,0,-0.6942,-0.6951,1.0,0.0,0.0,0.0,0.0,0.0,
20210403_210000,209,3,6,41,5,1,-0.02183,-0.02129,-0.4551,0.0,0.01101,-0.0654,-0.02399,-0.03719,
20210403_210000,209,3,6,41,5,8,-0.01293,-0.01327,-0.0518,0.0,-0.0654,0.543,0.1328,0.2916,
20210404_030000,523,73,14,64,6,0,0.8143,0.8175,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_030000,523,73,12,64,6,10,-0.06954,-0.0721,0.2257,0.0,-0.08007,0.06923,0.572,0.7536,0.6877
20210404_030000,523,73,13,64,6,0,-0.4188,-0.4216,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_030000,523,73,13,64,6,1,0.2201,0.2216,-0.4538,0.0,0.01426,-0.008527,-0.06712,-0.09393,-0.08007
20210404_030000,523,73,13,64,6,2,-0.2125,-0.214,0.3082,0.0,-0.008527,0.008647,0.05916,0.07675,0.06923
20210404_030000,523,73,13,64,6,8,-0.07934,-0.08087,0.1975,0.0,-0.06712,0.05916,0.6542,0.5822,0.572
20210404_030000,523,73,13,64,6,9,0.2022,0.2014,-0.2546,0.0,-0.09393,0.07675,0.5822,0.9899,0.7536
20210404_030000,523,73,13,64,6,10,-0.1619,-0.1634,0.2257,0.0,-0.08007,0.06923,0.572,0.7536,0.6877
20210404_030000,523,73,14,64,6,1,-0.4988,-0.4992,-0.4538,0.0,0.01426,-0.008527,-0.06712,-0.09393,-0.08007
20210404_030000,523,73,15,62,6,1,0.796,0.7984,-0.4538,0.0,0.01426,-0.008527,-0.06712,-0.09393,-0.08007
20210404_030000,523,73,14,64,6,8,0.07926,0.07373,0.1975,0.0,-0.06712,0.05916,0.6542,0.5822,0.572
20210404_030000,523,73,14,64,6,9,0.1424,0.1313,-0.2546,0.0,-0.09393,0.07675,0.5822,0.9899,0.7536
20210404_030000,523,73,14,64,6,10,-0.004705,-0.01212,0.2257,0.0,-0.08007,0.06923,0.572,0.7536,0.6877
20210404_030000,523,73,15,62,6,0,-1.179,-1.185,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_030000,523,73,15,62,6,2,-0.7732,-0.7762,0.3082,0.0,-0.008527,0.008647,0.05916,0.07675,0.06923
20210404_030000,523,73,15,62,6,10,-0.2684,-0.268,0.2257,0.0,-0.08007,0.06923,0.572,0.7536,0.6877
20210404_030000,523,73,15,62,6,8,-0.08017,-0.07813,0.1975,0.0,-0.06712,0.05916,0.6542,0.5822,0.572
20210404_030000,523,73,15,62,6,9,0.2903,0.2927,-0.2546,0.0,-0.09393,0.07675,0.5822,0.9899,0.7536
20210404_030000,523,73,12,64,6,9,0.06248,0.06173,-0.2546,0.0,-0.09393,0.07675,0.5822,0.9899,0.7536
20210404_030000,523,73,14,64,6,2,0.4633,0.4644,0.3082,0.0,-0.008527,0.008647,0.05916,0.07675,0.06923
20210404_030000,523,73,12,64,6,8,-0.08897,-0.09118,0.1975,0.0,-0.06712,0.05916,0.6542,0.5822,0.572
20210404_030000,523,73,4,66,4,9,0.08008,0.08828,-0.2546,0.0,0.5822,0.9899,0.7536,,
20210404_030000,523,73,12,64,6,1,0.6879,0.6901,-0.4538,0.0,0.01426,-0.008527,-0.06712,-0.09393,-0.08007
20210404_030000,523,73,12,64,6,2,-0.6713,-0.6741,0.3082,0.0,-0.008527,0.008647,0.05916,0.07675,0.06923
20210404_030000,523,73,4,66,4,0,-1.777,-1.785,1.0,0.0,0.0,0.0,0.0,,
20210404_030000,523,73,4,66,4,8,-0.04196,-0.03938,0.1975,0.0,0.6542,0.5822,0.572,,
20210404_030000,523,73,4,66,4,10,-0.0426,-0.03856,0.2257,0.0,0.572,0.7536,0.6877,,
20210404_030000,523,73,5,66,4,0,-0.05892,-0.06021,1.0,0.0,0.0,0.0,0.0,,
20210404_030000,523,73,5,66,4,9,0.008482,0.004853,-0.2546,0.0,0.5822,0.9899,0.7536,,
20210404_030000,523,73,5,66,4,10,0.02179,0.01893,0.2257,0.0,0.572,0.7536,0.6877,,
20210404_030000,523,73,6,64,4,0,1.534,1.547,1.0,0.0,0.0,0.0,0.0,,
20210404_030000,523,73,6,64,4,8,0.1097,0.1079,0.1975,0.0,0.6542,0.5822,0.572,,
20210404_030000,523,73,5,66,4,8,0.05982,0.05713,0.1975,0.0,0.6542,0.5822,0.572,,
20210404_030000,523,73,6,64,4,10,0.08483,0.08707,0.2257,0.0,0.572,0.7536,0.6877,,
20210404_030000,523,73,6,64,4,9,0.0392,0.03726,-0.2546,0.0,0.5822,0.9899,0.7536,,
20210404_030000,523,73,11,66,6,10,-0.07234,-0.06963,0.2257,0.0,-0.08007,0.06923,0.572,0.7536,0.6877
20210404_030000,523,73,11,66,6,9,0.04047,0.04497,-0.2546,0.0,-0.09393,0.07675,0.5822,0.9899,0.7536
20210404_030000,523,73,11,66,6,8,-0.09794,-0.0965,0.1975,0.0,-0.06712,0.05916,0.6542,0.5822,0.572
20210404_030000,523,73,12,64,6,0,-1.065,-1.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_030000,523,73,11,66,6,1,0.6632,0.6646,-0.4538,0.0,0.01426,-0.008527,-0.06712,-0.09393,-0.08007
20210404_030000,523,73,11,66,6,0,-1.126,-1.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_030000,523,73,11,66,6,2,-0.6808,-0.6824,0.3082,0.0,-0.008527,0.008647,0.05916,0.07675,0.06923
20210404_060000,223,15,4,211,5,1,-0.05996,-0.05093,-0.6037,0.0,0.01417,0.06282,0.08994,0.06164,
20210404_060000,223,15,5,176,5,10,-0.04823,-0.05,0.3449,0.0,0.06164,0.3777,0.6929,0.5148,
20210404_060000,223,15,5,176,5,9,-0.1078,-0.1245,-0.2167,0.0,0.08994,0.5476,0.9599,0.6929,
20210404_060000,223,15,5,176,5,8,-0.06974,-0.06717,0.4991,0.0,0.06282,0.3628,0.5476,0.3777,
20210404_060000,223,15,5,176,5,1,0.1257,0.1121,-0.6037,0.0,0.01417,0.06282,0.08994,0.06164,
20210404_060000,223,15,5,176,5,0,-0.5217,-0.5007,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_060000,223,15,4,211,5,10,-0.01437,-0.01507,0.3449,0.0,0.06164,0.3777,0.6929,0.5148,
20210404_060000,223,15,4,211,5,9,-0.05917,-0.05134,-0.2167,0.0,0.08994,0.5476,0.9599,0.6929,
20210404_060000,223,15,4,211,5,0,0.1535,0.1391,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_060000,223,15,4,211,5,8,-0.04976,-0.05443,0.4991,0.0,0.06282,0.3628,0.5476,0.3777,
20210404_060000,223,3,9,238,5,9,0.08823,0.08769,-0.5561,0.0,0.04921,0.2914,0.3985,0.2322,
20210404_060000,223,3,9,238,5,8,-0.2682,-0.2695,0.3349,0.0,0.04728,0.256,0.2914,0.1635,
20210404_060000,223,3,9,238,5,1,0.3797,0.3796,-0.6308,0.0,0.01158,0.04728,0.04921,0.0271,
20210404_060000,223,3,9,238,5,0,0.06996,0.06977,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_060000,223,3,6,24,5,10,-0.05525,-0.05529,0.07623,0.0,0.0271,0.1635,0.2322,0.1392,
20210404_060000,223,3,6,24,5,9,-0.1005,-0.1005,-0.5561,0.0,0.04921,0.2914,0.3985,0.2322,
20210404_060000,223,3,6,24,5,8,-0.02628,-0.02645,0.3349,0.0,0.04728,0.256,0.2914,0.1635,
20210404_060000,223,3,6,24,5,1,0.005911,0.005997,-0.6308,0.0,0.01158,0.04728,0.04921,0.0271,
20210404_060000,223,3,6,24,5,0,-0.2783,-0.2785,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_060000,223,3,9,238,5,10,0.1563,0.1559,0.07623,0.0,0.0271,0.1635,0.2322,0.1392,
20210404_090000,3,15,5,209,5,1,0.0009678,-0.001935,-0.5191,0.0,0.01452,0.04617,-0.04616,0.02606,
20210404_090000,3,15,5,209,5,8,-0.1618,-0.1584,-0.1234,0.0,0.04617,0.9125,0.1375,0.77,
20210404_090000,3,15,5,209,5,9,0.07117,0.0686,-0.1311,0.0,-0.04616,0.1375,0.8489,0.1837,
20210404_090000,3,15,5,209,5,10,-0.08277,-0.08138,-0.1046,0.0,0.02606,0.77,0.1837,0.781,
20210404_090000,5,3,6,46,5,10,-0.09042,-0.09222,0.08191,0.0,0.0215,0.1614,0.234,0.1401,
20210404_090000,5,3,6,46,5,1,0.2853,0.2869,-0.618,0.0,0.008134,0.03623,0.03939,0.0215,
20210404_090000,5,3,6,46,5,8,-0.1538,-0.1563,0.3519,0.0,0.03623,0.2453,0.2892,0.1614,
20210404_090000,5,3,6,46,5,9,-0.09783,-0.09862,-0.5478,0.0,0.03939,0.2892,0.4022,0.234,
20210404_090000,3,15,5,209,5,0,-0.5368,-0.5273,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,3,7,47,5,0,-0.5319,-0.5352,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,3,6,46,5,0,-0.421,-0.4239,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,15,4,237,5,10,-0.05851,-0.05964,-0.1046,0.0,0.02606,0.77,0.1837,0.781,
20210404_090000,3,15,3,243,5,10,-0.09464,-0.09232,-0.1046,0.0,0.02606,0.77,0.1837,0.781,
20210404_090000,3,15,4,237,5,8,-0.03692,-0.03953,-0.1234,0.0,0.04617,0.9125,0.1375,0.77,
20210404_090000,3,15,4,237,5,1,-0.1241,-0.121,-0.5191,0.0,0.01452,0.04617,-0.04616,0.02606,
20210404_090000,3,15,4,237,5,0,-0.2571,-0.2635,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,15,3,243,5,9,-0.1187,-0.1108,-0.1311,0.0,-0.04616,0.1375,0.8489,0.1837,
20210404_090000,3,15,3,243,5,8,0.05542,0.06032,-0.1234,0.0,0.04617,0.9125,0.1375,0.77,
20210404_090000,3,15,3,243,5,1,0.02511,0.02563,-0.5191,0.0,0.01452,0.04617,-0.04616,0.02606,
20210404_090000,3,15,3,243,5,0,0.4987,0.4993,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,3,9,39,5,10,-0.01374,-0.0139,-0.2063,0.0,0.03239,0.3759,-0.008047,0.2614,
20210404_090000,3,3,9,39,5,9,-0.02891,-0.0296,-0.4352,0.0,-0.00693,-0.009167,0.4043,-0.008047,
20210404_090000,3,3,9,39,5,8,0.008744,0.009101,-0.2006,0.0,0.05468,0.6424,-0.009167,0.3759,
20210404_090000,5,3,7,47,5,1,0.3505,0.3524,-0.618,0.0,0.008134,0.03623,0.03939,0.0215,
20210404_090000,3,15,4,237,5,9,-0.009567,-0.005136,-0.1311,0.0,-0.04616,0.1375,0.8489,0.1837,
20210404_090000,5,3,7,47,5,8,-0.1515,-0.1536,0.3519,0.0,0.03623,0.2453,0.2892,0.1614,
20210404_090000,5,15,4,151,5,9,0.142,0.1385,-0.2,0.0,0.07465,0.5429,0.9685,0.6993,
20210404_090000,5,3,7,47,5,10,-0.06613,-0.06748,0.08191,0.0,0.0215,0.1614,0.234,0.1401,
20210404_090000,5,15,5,130,5,10,-0.007803,-0.00877,0.3572,0.0,0.05132,0.3739,0.6993,0.5198,
20210404_090000,5,15,5,130,5,9,0.04942,0.04729,-0.2,0.0,0.07465,0.5429,0.9685,0.6993,
20210404_090000,5,15,5,130,5,8,-0.007305,-0.006949,0.5203,0.0,0.04997,0.3481,0.5429,0.3739,
20210404_090000,5,15,5,130,5,1,0.04202,0.04131,-0.5943,0.0,0.01034,0.04997,0.07465,0.05132,
20210404_090000,5,15,5,130,5,0,-0.2597,-0.2583,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,15,4,151,5,10,-0.07475,-0.07356,0.3572,0.0,0.05132,0.3739,0.6993,0.5198,
20210404_090000,3,3,9,39,5,1,0.1319,0.1309,-0.4939,0.0,0.01026,0.05468,-0.00693,0.03239,
20210404_090000,5,15,4,151,5,8,-0.2114,-0.2103,0.5203,0.0,0.04997,0.3481,0.5429,0.3739,
20210404_090000,5,15,4,151,5,0,-0.3035,-0.2971,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,15,3,168,5,10,-0.0362,-0.03306,0.3572,0.0,0.05132,0.3739,0.6993,0.5198,
20210404_090000,5,15,3,168,5,9,0.03925,0.04241,-0.2,0.0,0.07465,0.5429,0.9685,0.6993,
20210404_090000,5,3,7,47,5,9,-0.02065,-0.02051,-0.5478,0.0,0.03939,0.2892,0.4022,0.234,
20210404_090000,5,15,3,168,5,8,-0.09052,-0.08809,0.5203,0.0,0.04997,0.3481,0.5429,0.3739,
20210404_090000,5,15,3,168,5,0,0.3159,0.3179,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,3,9,66,5,10,-0.08256,-0.08254,0.08191,0.0,0.0215,0.1614,0.234,0.1401,
20210404_090000,5,3,9,66,5,9,-0.0517,-0.05209,-0.5478,0.0,0.03939,0.2892,0.4022,0.234,
20210404_090000,5,3,9,66,5,8,-0.1623,-0.1619,0.3519,0.0,0.03623,0.2453,0.2892,0.1614,
20210404_090000,5,3,9,66,5,1,0.2468,0.2464,-0.618,0.0,0.008134,0.03623,0.03939,0.0215,
20210404_090000,5,3,9,66,5,0,-0.2938,-0.2931,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,3,8,66,5,10,-0.1233,-0.1236,0.08191,0.0,0.0215,0.1614,0.234,0.1401,
20210404_090000,5,3,8,66,5,9,-0.03454,-0.03575,-0.5478,0.0,0.03939,0.2892,0.4022,0.234,
20210404_090000,5,3,8,66,5,8,-0.1062,-0.1057,0.3519,0.0,0.03623,0.2453,0.2892,0.1614,
20210404_090000,5,3,8,66,5,1,0.08416,0.0833,-0.618,0.0,0.008134,0.03623,0.03939,0.0215,
20210404_090000,5,3,8,66,5,0,-0.09186,-0.09038,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,15,3,168,5,1,-0.1495,-0.1513,-0.5943,0.0,0.01034,0.04997,0.07465,0.05132,
20210404_090000,3,3,9,39,5,0,0.1148,0.1169,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,5,15,4,151,5,1,0.01968,0.01624,-0.5943,0.0,0.01034,0.04997,0.07465,0.05132,
20210404_090000,3,3,8,39,5,9,-0.03457,-0.0347,-0.4352,0.0,-0.00693,-0.009167,0.4043,-0.008047,
20210404_090000,209,3,8,76,5,9,-0.04889,-0.04883,-0.2496,0.0,0.03912,0.1851,0.354,0.2265,
20210404_090000,209,3,8,76,5,8,-0.02987,-0.03015,0.6513,0.0,0.02158,0.09953,0.1851,0.1157,
20210404_090000,209,3,8,76,5,1,-0.0342,-0.03393,-0.6487,0.0,0.00722,0.02158,0.03912,0.02396,
20210404_090000,209,3,8,76,5,0,-0.115,-0.1154,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,209,3,7,35,5,10,-0.0114,-0.01154,0.2312,0.0,0.02396,0.1157,0.2265,0.1477,
20210404_090000,209,3,7,35,5,9,0.2904,0.2911,-0.2496,0.0,0.03912,0.1851,0.354,0.2265,
20210404_090000,209,3,7,35,5,8,-0.06554,-0.06624,0.6513,0.0,0.02158,0.09953,0.1851,0.1157,
20210404_090000,209,3,7,35,5,0,-0.1905,-0.1919,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,209,3,6,33,5,10,-0.01268,-0.01298,0.2312,0.0,0.02396,0.1157,0.2265,0.1477,
20210404_090000,209,3,6,33,5,9,0.064,0.06376,-0.2496,0.0,0.03912,0.1851,0.354,0.2265,
20210404_090000,209,3,6,33,5,8,-0.09499,-0.09541,0.6513,0.0,0.02158,0.09953,0.1851,0.1157,
20210404_090000,209,3,8,76,5,10,-0.1366,-0.1367,0.2312,0.0,0.02396,0.1157,0.2265,0.1477,
20210404_090000,209,3,6,33,5,1,0.02654,0.02674,-0.6487,0.0,0.00722,0.02158,0.03912,0.02396,
20210404_090000,3,3,8,39,5,10,0.01697,0.017,-0.2063,0.0,0.03239,0.3759,-0.008047,0.2614,
20210404_090000,209,3,6,33,5,0,-0.5988,-0.5992,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,209,3,7,35,5,1,-0.03601,-0.03512,-0.6487,0.0,0.00722,0.02158,0.03912,0.02396,
20210404_090000,3,3,8,39,5,8,0.0678,0.06786,-0.2006,0.0,0.05468,0.6424,-0.009167,0.3759,
20210404_090000,3,3,8,39,5,1,-0.04749,-0.04847,-0.4939,0.0,0.01026,0.05468,-0.00693,0.03239,
20210404_090000,3,3,8,39,5,0,0.2962,0.2982,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,3,7,19,5,10,-0.06039,-0.0607,-0.2063,0.0,0.03239,0.3759,-0.008047,0.2614,
20210404_090000,3,3,7,19,5,8,-0.1048,-0.1055,-0.2006,0.0,0.05468,0.6424,-0.009167,0.3759,
20210404_090000,3,3,7,19,5,1,0.1332,0.1338,-0.4939,0.0,0.01026,0.05468,-0.00693,0.03239,
20210404_090000,3,3,7,19,5,0,-0.1976,-0.1989,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,3,6,19,5,10,-0.002528,-0.002162,-0.2063,0.0,0.03239,0.3759,-0.008047,0.2614,
20210404_090000,3,3,6,19,5,9,-0.02529,-0.02499,-0.4352,0.0,-0.00693,-0.009167,0.4043,-0.008047,
20210404_090000,3,3,6,19,5,8,0.01012,0.0107,-0.2006,0.0,0.05468,0.6424,-0.009167,0.3759,
20210404_090000,3,3,6,19,5,1,0.009377,0.008969,-0.4939,0.0,0.01026,0.05468,-0.00693,0.03239,
20210404_090000,3,3,6,19,5,0,0.03846,0.03952,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_090000,3,3,7,19,5,9,-0.006568,-0.006843,-0.4352,0.0,-0.00693,-0.009167,0.4043,-0.008047,
20210404_120000,523,73,13,84,6,0,-0.4015,-0.4124,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_120000,523,73,14,84,6,0,0.6041,0.6086,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_120000,523,73,12,84,6,10,-0.2456,-0.2439,0.256,0.0,0.06192,-0.05712,0.6385,0.7695,0.7684
20210404_120000,523,73,13,84,6,1,0.2007,0.2065,-0.529,0.0,0.01252,-0.00996,0.06801,0.06544,0.06192
20210404_120000,523,73,13,84,6,2,-0.2028,-0.2102,0.4175,0.0,-0.00996,0.01077,-0.06194,-0.05915,-0.05712
20210404_120000,523,73,13,84,6,8,-0.1452,-0.1476,0.2353,0.0,0.06801,-0.06194,0.7075,0.5748,0.6385
20210404_120000,523,73,13,84,6,9,0.07567,0.07891,-0.1613,0.0,0.06544,-0.05915,0.5748,1.046,0.7695
20210404_120000,523,73,13,84,6,10,-0.1185,-0.1215,0.256,0.0,0.06192,-0.05712,0.6385,0.7695,0.7684
20210404_120000,523,73,14,84,6,1,-0.4033,-0.4052,-0.529,0.0,0.01252,-0.00996,0.06801,0.06544,0.06192
20210404_120000,523,73,15,78,6,1,0.6099,0.616,-0.529,0.0,0.01252,-0.00996,0.06801,0.06544,0.06192
20210404_120000,523,73,14,84,6,8,0.1803,0.1794,0.2353,0.0,0.06801,-0.06194,0.7075,0.5748,0.6385
20210404_120000,523,73,14,84,6,9,-0.03604,-0.03786,-0.1613,0.0,0.06544,-0.05915,0.5748,1.046,0.7695
20210404_120000,523,73,14,84,6,10,0.1621,0.1608,0.256,0.0,0.06192,-0.05712,0.6385,0.7695,0.7684
20210404_120000,523,73,15,78,6,0,-0.9709,-0.9816,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_120000,523,73,15,78,6,2,-0.5891,-0.5967,0.4175,0.0,-0.00996,0.01077,-0.06194,-0.05915,-0.05712
20210404_120000,523,73,15,78,6,9,0.148,0.1553,-0.1613,0.0,0.06544,-0.05915,0.5748,1.046,0.7695
20210404_120000,523,73,12,84,6,9,0.09839,0.1085,-0.1613,0.0,0.06544,-0.05915,0.5748,1.046,0.7695
20210404_120000,523,73,15,78,6,10,-0.2241,-0.223,0.256,0.0,0.06192,-0.05712,0.6385,0.7695,0.7684
20210404_120000,523,73,14,84,6,2,0.3589,0.3613,0.4175,0.0,-0.00996,0.01077,-0.06194,-0.05915,-0.05712
20210404_120000,523,73,12,84,6,8,-0.2678,-0.2664,0.2353,0.0,0.06801,-0.06194,0.7075,0.5748,0.6385
20210404_120000,523,73,15,78,6,8,-0.289,-0.2892,0.2353,0.0,0.06801,-0.06194,0.7075,0.5748,0.6385
20210404_120000,523,73,12,84,6,1,0.551,0.5589,-0.529,0.0,0.01252,-0.00996,0.06801,0.06544,0.06192
20210404_120000,523,73,4,84,4,0,-1.57,-1.588,1.0,0.0,0.0,0.0,0.0,,
20210404_120000,523,73,4,84,4,8,-0.3833,-0.3757,0.2353,0.0,0.7075,0.5748,0.6385,,
20210404_120000,523,73,4,84,4,9,0.2496,0.266,-0.1613,0.0,0.5748,1.046,0.7695,,
20210404_120000,523,73,4,84,4,10,-0.3139,-0.3077,0.256,0.0,0.6385,0.7695,0.7684,,
20210404_120000,523,73,12,84,6,2,-0.5141,-0.5238,0.4175,0.0,-0.00996,0.01077,-0.06194,-0.05915,-0.05712
20210404_120000,523,73,5,84,4,8,-0.008759,-0.01257,0.2353,0.0,0.7075,0.5748,0.6385,,
20210404_120000,523,73,5,84,4,9,0.02896,0.02175,-0.1613,0.0,0.5748,1.046,0.7695,,
20210404_120000,523,73,5,84,4,10,-0.001397,-0.008529,0.256,0.0,0.6385,0.7695,0.7684,,
20210404_120000,523,73,6,84,4,0,1.066,1.086,1.0,0.0,0.0,0.0,0.0,,
20210404_120000,523,73,5,84,4,0,-0.1178,-0.1204,1.0,0.0,0.0,0.0,0.0,,
20210404_120000,523,73,6,84,4,9,-0.09534,-0.1005,-0.1613,0.0,0.5748,1.046,0.7695,,
20210404_120000,523,73,6,84,4,10,0.2652,0.269,0.256,0.0,0.6385,0.7695,0.7684,,
20210404_120000,523,73,11,84,6,0,-1.016,-1.029,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_120000,523,73,11,84,6,1,0.5719,0.5792,-0.529,0.0,0.01252,-0.00996,0.06801,0.06544,0.06192
20210404_120000,523,73,11,84,6,2,-0.5491,-0.5578,0.4175,0.0,-0.00996,0.01077,-0.06194,-0.05915,-0.05712
20210404_120000,523,73,11,84,6,8,-0.2938,-0.2897,0.2353,0.0,0.06801,-0.06194,0.7075,0.5748,0.6385
20210404_120000,523,73,11,84,6,9,0.1109,0.1218,-0.1613,0.0,0.06544,-0.05915,0.5748,1.046,0.7695
20210404_120000,523,73,11,84,6,10,-0.2693,-0.2663,0.256,0.0,0.06192,-0.05712,0.6385,0.7695,0.7684
20210404_120000,523,73,12,84,6,0,-0.9246,-0.9382,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210404_120000,523,73,6,84,4,8,0.3231,0.3278,0.2353,0.0,0.7075,0.5748,0.6385,,
20210404_180000,223,3,6,98,5,0,-0.3205,-0.3221,1.0,0.0,0.0,0.0,0.0,0.0,
20210404_180000,223,3,6,98,5,1,-0.04769,-0.04716,-0.4464,0.0,0.04453,-0.07185,-0.02161,-0.03413,
20210404_180000,223,3,6,98,5,8,0.02366,0.02416,0.02897,0.0,-0.07185,0.481,0.1936,0.2494,
20210404_180000,223,3,6,98,5,9,-0.1001,-0.1001,-0.5601,0.0,-0.02161,0.1936,0.3388,0.151,
20210404_180000,223,3,6,98,5,10,-0.1064,-0.1061,-0.05149,0.0,-0.03413,0.2494,0.151,0.1641,
