time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6,mean_fg_depar,var_fg_depar,q25_fg_depar,q50_fg_depar,q75_fg_depar,mean_an_depar,var_an_depar,q25_an_depar,q50_an_depar,q75_an_depar,mean_biascorr_fg,var_biascorr_fg,q25_biascorr_fg,q50_biascorr_fg,q75_biascorr_fg,mean_obs,var_obs,q25_obs,q50_obs,q75_obs,q25_anchors,q50_anchors,q75_anchors,normalized_time,cycle
20210314_090000,3,15,5,92,5,0,-0.7149,-0.7321,1.0,0.0,0.0,0.0,0.0,0.0,,-0.5381,4.9509,-1.5334,-0.2884,1.1098,-0.4553,2.2877,-1.2184,-0.2425,0.6804,-1.1569,0.0035,-1.211,-1.1563,-1.1133,262.1777,9.0367,260.545,262.36,263.7925,265.0,266.225,267.3,0.007874,9
20210314_090000,3,15,5,92,5,1,0.2821,0.3024,-1.219,0.0,0.015,-0.01183,-0.02706,-0.01993,,-0.5381,4.9509,-1.5334,-0.2884,1.1098,-0.4553,2.2877,-1.2184,-0.2425,0.6804,-1.1569,0.0035,-1.211,-1.1563,-1.1133,262.1777,9.0367,260.545,262.36,263.7925,265.0,266.225,267.3,0.007874,9
20210314_090000,3,15,5,92,5,8,-0.1292,-0.1421,0.9605,0.0,-0.01183,0.1102,0.2808,0.2327,,-0.5381,4.9509,-1.5334,-0.2884,1.1098,-0.4553,2.2877,-1.2184,-0.2425,0.6804,-1.1569,0.0035,-1.211,-1.1563,-1.1133,262.1777,9.0367,260.545,262.36,263.7925,265.0,266.225,267.3,0.007874,9
20210314_090000,3,15,5,92,5,9,0.1671,0.1688,0.445,0.0,-0.02706,0.2808,0.7274,0.6117,,-0.5381,4.9509,-1.5334,-0.2884,1.1098,-0.4553,2.2877,-1.2184,-0.2425,0.6804,-1.1569,0.0035,-1.211,-1.1563,-1.1133,262.1777,9.0367,260.545,262.36,263.7925,265.0,266.225,267.3,0.007874,9
20210314_090000,3,15,5,92,5,10,-0.01431,-0.0193,0.7676,0.0,-0.01993,0.2327,0.6117,0.5212,,-0.5381,4.9509,-1.5334,-0.2884,1.1098,-0.4553,2.2877,-1.2184,-0.2425,0.6804,-1.1569,0.0035,-1.211,-1.1563,-1.1133,262.1777,9.0367,260.545,262.36,263.7925,265.0,266.225,267.3,0.007874,9
20210314_090000,5,3,6,85,5,0,-0.2509,-0.261,1.0,0.0,0.0,0.0,0.0,0.0,,-0.3641,0.0321,-0.5029,-0.341,-0.2387,-0.2691,0.0459,-0.457,-0.2594,-0.1014,-0.489,0.0231,-0.5973,-0.5264,-0.4163,228.2862,2.5357,226.78,228.46,229.71,225.2,225.5,226.45,0.007874,9
20210314_090000,5,3,6,85,5,1,0.1881,0.1982,-1.139,0.0,0.03037,0.07493,0.0677,0.04111,,-0.3641,0.0321,-0.5029,-0.341,-0.2387,-0.2691,0.0459,-0.457,-0.2594,-0.1014,-0.489,0.0231,-0.5973,-0.5264,-0.4163,228.2862,2.5357,226.78,228.46,229.71,225.2,225.5,226.45,0.007874,9
20210314_090000,5,3,6,85,5,8,-0.1368,-0.1385,-0.1001,0.0,0.07493,0.5851,0.09508,0.3208,,-0.3641,0.0321,-0.5029,-0.341,-0.2387,-0.2691,0.0459,-0.457,-0.2594,-0.1014,-0.489,0.0231,-0.5973,-0.5264,-0.4163,228.2862,2.5357,226.78,228.46,229.71,225.2,225.5,226.45,0.007874,9
20210314_090000,5,3,6,85,5,9,-0.02642,-0.02775,-0.4894,0.0,0.0677,0.09508,0.3607,0.07978,,-0.3641,0.0321,-0.5029,-0.341,-0.2387,-0.2691,0.0459,-0.457,-0.2594,-0.1014,-0.489,0.0231,-0.5973,-0.5264,-0.4163,228.2862,2.5357,226.78,228.46,229.71,225.2,225.5,226.45,0.007874,9
20210314_090000,5,3,6,85,5,10,-0.08285,-0.08361,-0.1282,0.0,0.04111,0.3208,0.07978,0.2128,,-0.3641,0.0321,-0.5029,-0.341,-0.2387,-0.2691,0.0459,-0.457,-0.2594,-0.1014,-0.489,0.0231,-0.5973,-0.5264,-0.4163,228.2862,2.5357,226.78,228.46,229.71,225.2,225.5,226.45,0.007874,9
20210314_090000,5,3,7,85,5,0,-0.2992,-0.3135,1.0,0.0,0.0,0.0,0.0,0.0,,-0.4737,0.049699999999999994,-0.6342,-0.4713000000000001,-0.2886,-0.38619999999999993,0.05620000000000002,-0.5549999999999999,-0.3552,-0.21919999999999995,-0.5846,0.0217,-0.6803000000000002,-0.6262000000000001,-0.5405999999999997,221.46329999999992,2.4433000000000002,220.3600000000001,221.75,222.7800000000001,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,5,3,7,85,5,1,0.2275,0.2425,-1.139,0.0,0.03037,0.07493,0.0677,0.04111,,-0.4737,0.049699999999999994,-0.6342,-0.4713000000000001,-0.2886,-0.38619999999999993,0.05620000000000002,-0.5549999999999999,-0.3552,-0.21919999999999995,-0.5846,0.0217,-0.6803000000000002,-0.6262000000000001,-0.5405999999999997,221.46329999999992,2.4433000000000002,220.3600000000001,221.75,222.7800000000001,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,5,3,7,85,5,8,-0.141,-0.142,-0.1001,0.0,0.07493,0.5851,0.09508,0.3208,,-0.4737,0.049699999999999994,-0.6342,-0.4713000000000001,-0.2886,-0.38619999999999993,0.05620000000000002,-0.5549999999999999,-0.3552,-0.21919999999999995,-0.5846,0.0217,-0.6803000000000002,-0.6262000000000001,-0.5405999999999997,221.46329999999992,2.4433000000000002,220.3600000000001,221.75,222.7800000000001,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,5,3,7,85,5,9,-0.002391,-0.001034,-0.4894,0.0,0.0677,0.09508,0.3607,0.07978,,-0.4737,0.049699999999999994,-0.6342,-0.4713000000000001,-0.2886,-0.38619999999999993,0.05620000000000002,-0.5549999999999999,-0.3552,-0.21919999999999995,-0.5846,0.0217,-0.6803000000000002,-0.6262000000000001,-0.5405999999999997,221.46329999999992,2.4433000000000002,220.3600000000001,221.75,222.7800000000001,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,5,3,7,85,5,10,-0.07827,-0.07776,-0.1282,0.0,0.04111,0.3208,0.07978,0.2128,,-0.4737,0.049699999999999994,-0.6342,-0.4713000000000001,-0.2886,-0.38619999999999993,0.05620000000000002,-0.5549999999999999,-0.3552,-0.21919999999999995,-0.5846,0.0217,-0.6803000000000002,-0.6262000000000001,-0.5405999999999997,221.46329999999992,2.4433000000000002,220.3600000000001,221.75,222.7800000000001,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,5,3,8,322,5,0,-0.1455,-0.145,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1029,0.064,-0.2624,-0.0891,0.0798,-0.038,0.0661,-0.1952,-0.0308,0.1288,-0.2335,0.009,-0.3016,-0.2198,-0.166,219.1622,2.3231,218.595,219.745,220.2375,218.2,220.2,222.2,0.007874,9
20210314_090000,5,3,8,322,5,1,0.1013,0.1008,-1.139,0.0,0.03037,0.07493,0.0677,0.04111,,-0.1029,0.064,-0.2624,-0.0891,0.0798,-0.038,0.0661,-0.1952,-0.0308,0.1288,-0.2335,0.009,-0.3016,-0.2198,-0.166,219.1622,2.3231,218.595,219.745,220.2375,218.2,220.2,222.2,0.007874,9
20210314_090000,5,3,8,322,5,8,-0.08101,-0.07807,-0.1001,0.0,0.07493,0.5851,0.09508,0.3208,,-0.1029,0.064,-0.2624,-0.0891,0.0798,-0.038,0.0661,-0.1952,-0.0308,0.1288,-0.2335,0.009,-0.3016,-0.2198,-0.166,219.1622,2.3231,218.595,219.745,220.2375,218.2,220.2,222.2,0.007874,9
20210314_090000,5,3,8,322,5,9,-0.02634,-0.02762,-0.4894,0.0,0.0677,0.09508,0.3607,0.07978,,-0.1029,0.064,-0.2624,-0.0891,0.0798,-0.038,0.0661,-0.1952,-0.0308,0.1288,-0.2335,0.009,-0.3016,-0.2198,-0.166,219.1622,2.3231,218.595,219.745,220.2375,218.2,220.2,222.2,0.007874,9
20210314_090000,5,3,8,322,5,10,-0.06659,-0.06768,-0.1282,0.0,0.04111,0.3208,0.07978,0.2128,,-0.1029,0.064,-0.2624,-0.0891,0.0798,-0.038,0.0661,-0.1952,-0.0308,0.1288,-0.2335,0.009,-0.3016,-0.2198,-0.166,219.1622,2.3231,218.595,219.745,220.2375,218.2,220.2,222.2,0.007874,9
20210314_090000,5,3,9,322,5,0,-0.3185,-0.3187,1.0,0.0,0.0,0.0,0.0,0.0,,-0.073,0.0272,-0.1682,-0.0681,0.0202,-0.0618,0.0295,-0.1639,-0.0613,0.0304,-0.5867,0.0153,-0.6708,-0.6238,-0.5198,215.6214,1.4079,214.98,215.875,216.53,217.3725,218.2525,218.685,0.007874,9
20210314_090000,5,3,9,322,5,1,0.2468,0.2466,-1.139,0.0,0.03037,0.07493,0.0677,0.04111,,-0.073,0.0272,-0.1682,-0.0681,0.0202,-0.0618,0.0295,-0.1639,-0.0613,0.0304,-0.5867,0.0153,-0.6708,-0.6238,-0.5198,215.6214,1.4079,214.98,215.875,216.53,217.3725,218.2525,218.685,0.007874,9
20210314_090000,5,3,9,322,5,8,-0.1292,-0.1296,-0.1001,0.0,0.07493,0.5851,0.09508,0.3208,,-0.073,0.0272,-0.1682,-0.0681,0.0202,-0.0618,0.0295,-0.1639,-0.0613,0.0304,-0.5867,0.0153,-0.6708,-0.6238,-0.5198,215.6214,1.4079,214.98,215.875,216.53,217.3725,218.2525,218.685,0.007874,9
20210314_090000,5,3,9,322,5,9,0.02701,0.02465,-0.4894,0.0,0.0677,0.09508,0.3607,0.07978,,-0.073,0.0272,-0.1682,-0.0681,0.0202,-0.0618,0.0295,-0.1639,-0.0613,0.0304,-0.5867,0.0153,-0.6708,-0.6238,-0.5198,215.6214,1.4079,214.98,215.875,216.53,217.3725,218.2525,218.685,0.007874,9
20210314_090000,5,3,9,322,5,10,-0.06756,-0.06789,-0.1282,0.0,0.04111,0.3208,0.07978,0.2128,,-0.073,0.0272,-0.1682,-0.0681,0.0202,-0.0618,0.0295,-0.1639,-0.0613,0.0304,-0.5867,0.0153,-0.6708,-0.6238,-0.5198,215.6214,1.4079,214.98,215.875,216.53,217.3725,218.2525,218.685,0.007874,9
20210314_090000,5,15,3,327,5,0,-0.1289,-0.133,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1622,4.2889,-1.5556,-0.031,1.1134,-0.1393,1.529,-0.9092,-0.118,0.5837,-0.2943,0.0031,-0.3416,-0.3087,-0.2605,244.3259,11.4035,241.765,244.46,246.745,225.2,225.5,226.45,0.007874,9
20210314_090000,5,15,3,327,5,1,0.1313,0.1344,-1.118,0.0,0.03757,0.09941,0.09908,0.07137,,-0.1622,4.2889,-1.5556,-0.031,1.1134,-0.1393,1.529,-0.9092,-0.118,0.5837,-0.2943,0.0031,-0.3416,-0.3087,-0.2605,244.3259,11.4035,241.765,244.46,246.745,225.2,225.5,226.45,0.007874,9
20210314_090000,5,15,3,327,5,8,-0.03691,-0.05407,0.02642,0.0,0.09941,0.6876,0.3093,0.4832,,-0.1622,4.2889,-1.5556,-0.031,1.1134,-0.1393,1.529,-0.9092,-0.118,0.5837,-0.2943,0.0031,-0.3416,-0.3087,-0.2605,244.3259,11.4035,241.765,244.46,246.745,225.2,225.5,226.45,0.007874,9
20210314_090000,5,15,3,327,5,9,0.05926,0.06918,-0.3326,0.0,0.09908,0.3093,0.6251,0.349,,-0.1622,4.2889,-1.5556,-0.031,1.1134,-0.1393,1.529,-0.9092,-0.118,0.5837,-0.2943,0.0031,-0.3416,-0.3087,-0.2605,244.3259,11.4035,241.765,244.46,246.745,225.2,225.5,226.45,0.007874,9
20210314_090000,5,15,3,327,5,10,-0.007392,-0.0173,0.02344,0.0,0.07137,0.4832,0.349,0.4357,,-0.1622,4.2889,-1.5556,-0.031,1.1134,-0.1393,1.529,-0.9092,-0.118,0.5837,-0.2943,0.0031,-0.3416,-0.3087,-0.2605,244.3259,11.4035,241.765,244.46,246.745,225.2,225.5,226.45,0.007874,9
20210314_090000,5,15,4,318,5,0,-0.3829,-0.3848,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0937,3.9193,-1.3653,-0.0489,1.16,-0.0691,1.5282,-0.8679,-0.0141,0.6867,-0.7547,0.0145,-0.8535,-0.7875,-0.6892,254.7061,10.3413,252.695,254.625,256.945,249.5,250.295,250.5,0.007874,9
20210314_090000,5,15,4,318,5,1,0.2988,0.2956,-1.118,0.0,0.03757,0.09941,0.09908,0.07137,,-0.0937,3.9193,-1.3653,-0.0489,1.16,-0.0691,1.5282,-0.8679,-0.0141,0.6867,-0.7547,0.0145,-0.8535,-0.7875,-0.6892,254.7061,10.3413,252.695,254.625,256.945,249.5,250.295,250.5,0.007874,9
20210314_090000,5,15,4,318,5,8,-0.08333,-0.08682,0.02642,0.0,0.09941,0.6876,0.3093,0.4832,,-0.0937,3.9193,-1.3653,-0.0489,1.16,-0.0691,1.5282,-0.8679,-0.0141,0.6867,-0.7547,0.0145,-0.8535,-0.7875,-0.6892,254.7061,10.3413,252.695,254.625,256.945,249.5,250.295,250.5,0.007874,9
20210314_090000,5,15,4,318,5,9,0.1219,0.1103,-0.3326,0.0,0.09908,0.3093,0.6251,0.349,,-0.0937,3.9193,-1.3653,-0.0489,1.16,-0.0691,1.5282,-0.8679,-0.0141,0.6867,-0.7547,0.0145,-0.8535,-0.7875,-0.6892,254.7061,10.3413,252.695,254.625,256.945,249.5,250.295,250.5,0.007874,9
20210314_090000,5,15,4,318,5,10,-0.01777,-0.01969,0.02344,0.0,0.07137,0.4832,0.349,0.4357,,-0.0937,3.9193,-1.3653,-0.0489,1.16,-0.0691,1.5282,-0.8679,-0.0141,0.6867,-0.7547,0.0145,-0.8535,-0.7875,-0.6892,254.7061,10.3413,252.695,254.625,256.945,249.5,250.295,250.5,0.007874,9
20210314_090000,5,15,5,294,5,0,-0.4448,-0.468,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1375,2.4313,-0.8481,0.0575,0.986,-0.1944,1.3423,-0.6173,0.0114,0.5694,-0.7823,0.0085,-0.8472,-0.8182,-0.7406,263.8646,8.2895,262.1725,264.165,265.6325,265.0,266.225,267.3,0.007874,9
20210314_090000,5,15,5,294,5,1,0.2941,0.3239,-1.118,0.0,0.03757,0.09941,0.09908,0.07137,,-0.1375,2.4313,-0.8481,0.0575,0.986,-0.1944,1.3423,-0.6173,0.0114,0.5694,-0.7823,0.0085,-0.8472,-0.8182,-0.7406,263.8646,8.2895,262.1725,264.165,265.6325,265.0,266.225,267.3,0.007874,9
20210314_090000,5,15,5,294,5,8,-0.09439,-0.04996,0.02642,0.0,0.09941,0.6876,0.3093,0.4832,,-0.1375,2.4313,-0.8481,0.0575,0.986,-0.1944,1.3423,-0.6173,0.0114,0.5694,-0.7823,0.0085,-0.8472,-0.8182,-0.7406,263.8646,8.2895,262.1725,264.165,265.6325,265.0,266.225,267.3,0.007874,9
20210314_090000,5,15,5,294,5,9,0.04268,0.04647,-0.3326,0.0,0.09908,0.3093,0.6251,0.349,,-0.1375,2.4313,-0.8481,0.0575,0.986,-0.1944,1.3423,-0.6173,0.0114,0.5694,-0.7823,0.0085,-0.8472,-0.8182,-0.7406,263.8646,8.2895,262.1725,264.165,265.6325,265.0,266.225,267.3,0.007874,9
20210314_090000,5,15,5,294,5,10,-0.02989,-0.001825,0.02344,0.0,0.07137,0.4832,0.349,0.4357,,-0.1375,2.4313,-0.8481,0.0575,0.986,-0.1944,1.3423,-0.6173,0.0114,0.5694,-0.7823,0.0085,-0.8472,-0.8182,-0.7406,263.8646,8.2895,262.1725,264.165,265.6325,265.0,266.225,267.3,0.007874,9
20210314_090000,209,3,6,90,5,0,-0.5954,-0.5954,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1014,0.0204,-0.1855,-0.1135,0.0069,0.0236,0.0208,-0.0588,0.0324,0.1255,-0.6975,0.0025,-0.7166,-0.713,-0.7028,228.8114,1.48,228.1675,229.07,229.83,225.2,225.5,226.45,0.007874,9
20210314_090000,209,3,6,90,5,1,0.02057,0.02058,-1.2,0.0,0.008952,0.05689,0.03347,0.03012,,-0.1014,0.0204,-0.1855,-0.1135,0.0069,0.0236,0.0208,-0.0588,0.0324,0.1255,-0.6975,0.0025,-0.7166,-0.713,-0.7028,228.8114,1.48,228.1675,229.07,229.83,225.2,225.5,226.45,0.007874,9
20210314_090000,209,3,6,90,5,8,-0.1093,-0.1084,-0.1209,0.0,0.05689,0.5343,0.1124,0.272,,-0.1014,0.0204,-0.1855,-0.1135,0.0069,0.0236,0.0208,-0.0588,0.0324,0.1255,-0.6975,0.0025,-0.7166,-0.713,-0.7028,228.8114,1.48,228.1675,229.07,229.83,225.2,225.5,226.45,0.007874,9
20210314_090000,209,3,6,90,5,9,0.07202,0.07185,-0.5495,0.0,0.03347,0.1124,0.3143,0.09518,,-0.1014,0.0204,-0.1855,-0.1135,0.0069,0.0236,0.0208,-0.0588,0.0324,0.1255,-0.6975,0.0025,-0.7166,-0.713,-0.7028,228.8114,1.48,228.1675,229.07,229.83,225.2,225.5,226.45,0.007874,9
20210314_090000,209,3,6,90,5,10,-0.02141,-0.02093,-0.1284,0.0,0.03012,0.272,0.09518,0.1697,,-0.1014,0.0204,-0.1855,-0.1135,0.0069,0.0236,0.0208,-0.0588,0.0324,0.1255,-0.6975,0.0025,-0.7166,-0.713,-0.7028,228.8114,1.48,228.1675,229.07,229.83,225.2,225.5,226.45,0.007874,9
20210314_090000,209,3,7,94,5,0,-0.1617,-0.1693,1.0,0.0,0.0,0.0,0.0,0.0,,-0.2576,0.05589999999999999,-0.42729999999999996,-0.2497999999999999,-0.09509999999999998,-0.1482999999999999,0.050499999999999996,-0.32599999999999985,-0.12469999999999998,0.028000000000000014,-0.2607999999999999,0.020000000000000004,-0.3827999999999998,-0.2938999999999999,-0.1858,222.51850000000005,0.8275000000000002,222.025,222.71500000000006,223.20750000000007,217.9499999999999,221.5,223.54,0.007874,9
20210314_090000,209,3,7,94,5,1,-0.05562,-0.04677,-1.2,0.0,0.008952,0.05689,0.03347,0.03012,,-0.2576,0.05589999999999999,-0.42729999999999996,-0.2497999999999999,-0.09509999999999998,-0.1482999999999999,0.050499999999999996,-0.32599999999999985,-0.12469999999999998,0.028000000000000014,-0.2607999999999999,0.020000000000000004,-0.3827999999999998,-0.2938999999999999,-0.1858,222.51850000000005,0.8275000000000002,222.025,222.71500000000006,223.20750000000007,217.9499999999999,221.5,223.54,0.007874,9
20210314_090000,209,3,7,94,5,8,-0.07531,-0.0762,-0.1209,0.0,0.05689,0.5343,0.1124,0.272,,-0.2576,0.05589999999999999,-0.42729999999999996,-0.2497999999999999,-0.09509999999999998,-0.1482999999999999,0.050499999999999996,-0.32599999999999985,-0.12469999999999998,0.028000000000000014,-0.2607999999999999,0.020000000000000004,-0.3827999999999998,-0.2938999999999999,-0.1858,222.51850000000005,0.8275000000000002,222.025,222.71500000000006,223.20750000000007,217.9499999999999,221.5,223.54,0.007874,9
20210314_090000,209,3,7,94,5,9,0.291,0.296,-0.5495,0.0,0.03347,0.1124,0.3143,0.09518,,-0.2576,0.05589999999999999,-0.42729999999999996,-0.2497999999999999,-0.09509999999999998,-0.1482999999999999,0.050499999999999996,-0.32599999999999985,-0.12469999999999998,0.028000000000000014,-0.2607999999999999,0.020000000000000004,-0.3827999999999998,-0.2938999999999999,-0.1858,222.51850000000005,0.8275000000000002,222.025,222.71500000000006,223.20750000000007,217.9499999999999,221.5,223.54,0.007874,9
20210314_090000,209,3,7,94,5,10,-0.01973,-0.01863,-0.1284,0.0,0.03012,0.272,0.09518,0.1697,,-0.2576,0.05589999999999999,-0.42729999999999996,-0.2497999999999999,-0.09509999999999998,-0.1482999999999999,0.050499999999999996,-0.32599999999999985,-0.12469999999999998,0.028000000000000014,-0.2607999999999999,0.020000000000000004,-0.3827999999999998,-0.2938999999999999,-0.1858,222.51850000000005,0.8275000000000002,222.025,222.71500000000006,223.20750000000007,217.9499999999999,221.5,223.54,0.007874,9
20210314_090000,209,3,8,403,5,0,-0.1841,-0.1853,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0522,0.0781,-0.2301,-0.0605,0.1367,0.0112,0.0841,-0.1741,-0.0024,0.202,-0.1316,0.0171,-0.1942,-0.123,-0.0566,219.8106,0.9507,219.53,220.17,220.45,218.2,220.2,222.2,0.007874,9
20210314_090000,209,3,8,403,5,1,-0.02099,-0.01838,-1.2,0.0,0.008952,0.05689,0.03347,0.03012,,-0.0522,0.0781,-0.2301,-0.0605,0.1367,0.0112,0.0841,-0.1741,-0.0024,0.202,-0.1316,0.0171,-0.1942,-0.123,-0.0566,219.8106,0.9507,219.53,220.17,220.45,218.2,220.2,222.2,0.007874,9
20210314_090000,209,3,8,403,5,8,-0.08543,-0.07026,-0.1209,0.0,0.05689,0.5343,0.1124,0.272,,-0.0522,0.0781,-0.2301,-0.0605,0.1367,0.0112,0.0841,-0.1741,-0.0024,0.202,-0.1316,0.0171,-0.1942,-0.123,-0.0566,219.8106,0.9507,219.53,220.17,220.45,218.2,220.2,222.2,0.007874,9
20210314_090000,209,3,8,403,5,9,0.009774,0.008958,-0.5495,0.0,0.03347,0.1124,0.3143,0.09518,,-0.0522,0.0781,-0.2301,-0.0605,0.1367,0.0112,0.0841,-0.1741,-0.0024,0.202,-0.1316,0.0171,-0.1942,-0.123,-0.0566,219.8106,0.9507,219.53,220.17,220.45,218.2,220.2,222.2,0.007874,9
20210314_090000,209,3,8,403,5,10,-0.1739,-0.1663,-0.1284,0.0,0.03012,0.272,0.09518,0.1697,,-0.0522,0.0781,-0.2301,-0.0605,0.1367,0.0112,0.0841,-0.1741,-0.0024,0.202,-0.1316,0.0171,-0.1942,-0.123,-0.0566,219.8106,0.9507,219.53,220.17,220.45,218.2,220.2,222.2,0.007874,9
20210314_090000,223,3,6,76,5,0,-0.33,-0.3286,1.0,0.0,0.0,0.0,0.0,0.0,,0.0166,0.019100000000000002,-0.06959999999999998,0.006000000000000002,0.11400000000000005,0.03849999999999999,0.018000000000000002,-0.049100000000000005,0.02760000000000001,0.1391,-0.2546,0.005000000000000001,-0.2636,-0.24909999999999993,-0.20659999999999992,229.21419999999995,2.5155999999999996,227.5625,229.88000000000005,230.70249999999993,225.19999999999993,225.5,226.44999999999993,0.007874,9
20210314_090000,223,3,6,76,5,1,0.008403,0.006761,-1.12,0.0,0.0363,0.1026,0.01673,0.04721,,0.0166,0.019100000000000002,-0.06959999999999998,0.006000000000000002,0.11400000000000005,0.03849999999999999,0.018000000000000002,-0.049100000000000005,0.02760000000000001,0.1391,-0.2546,0.005000000000000001,-0.2636,-0.24909999999999993,-0.20659999999999992,229.21419999999995,2.5155999999999996,227.5625,229.88000000000005,230.70249999999993,225.19999999999993,225.5,226.44999999999993,0.007874,9
20210314_090000,223,3,6,76,5,8,-0.02292,-0.02288,-0.2676,0.0,0.1026,0.6065,-0.08561,0.3415,,0.0166,0.019100000000000002,-0.06959999999999998,0.006000000000000002,0.11400000000000005,0.03849999999999999,0.018000000000000002,-0.049100000000000005,0.02760000000000001,0.1391,-0.2546,0.005000000000000001,-0.2636,-0.24909999999999993,-0.20659999999999992,229.21419999999995,2.5155999999999996,227.5625,229.88000000000005,230.70249999999993,225.19999999999993,225.5,226.44999999999993,0.007874,9
20210314_090000,223,3,6,76,5,9,-0.1032,-0.104,-0.4687,0.0,0.01673,-0.08561,0.379,-0.07129,,0.0166,0.019100000000000002,-0.06959999999999998,0.006000000000000002,0.11400000000000005,0.03849999999999999,0.018000000000000002,-0.049100000000000005,0.02760000000000001,0.1391,-0.2546,0.005000000000000001,-0.2636,-0.24909999999999993,-0.20659999999999992,229.21419999999995,2.5155999999999996,227.5625,229.88000000000005,230.70249999999993,225.19999999999993,225.5,226.44999999999993,0.007874,9
20210314_090000,223,3,6,76,5,10,-0.09039,-0.09079,-0.2618,0.0,0.04721,0.3415,-0.07129,0.2312,,0.0166,0.019100000000000002,-0.06959999999999998,0.006000000000000002,0.11400000000000005,0.03849999999999999,0.018000000000000002,-0.049100000000000005,0.02760000000000001,0.1391,-0.2546,0.005000000000000001,-0.2636,-0.24909999999999993,-0.20659999999999992,229.21419999999995,2.5155999999999996,227.5625,229.88000000000005,230.70249999999993,225.19999999999993,225.5,226.44999999999993,0.007874,9
20210314_090000,223,3,9,355,5,0,-0.006716,-0.005258,1.0,0.0,0.0,0.0,0.0,0.0,,0.0208,0.0352,-0.1071,0.0064,0.1336,0.0156,0.0298,-0.0839,0.016,0.1188,-0.077,0.0177,-0.2019,-0.0541,0.0552,215.9935,1.6075,215.225,216.21,216.97,217.3725,218.2525,218.685,0.007874,9
20210314_090000,223,3,9,355,5,1,0.1109,0.1099,-1.12,0.0,0.0363,0.1026,0.01673,0.04721,,0.0208,0.0352,-0.1071,0.0064,0.1336,0.0156,0.0298,-0.0839,0.016,0.1188,-0.077,0.0177,-0.2019,-0.0541,0.0552,215.9935,1.6075,215.225,216.21,216.97,217.3725,218.2525,218.685,0.007874,9
20210314_090000,223,3,9,355,5,8,-0.2218,-0.2205,-0.2676,0.0,0.1026,0.6065,-0.08561,0.3415,,0.0208,0.0352,-0.1071,0.0064,0.1336,0.0156,0.0298,-0.0839,0.016,0.1188,-0.077,0.0177,-0.2019,-0.0541,0.0552,215.9935,1.6075,215.225,216.21,216.97,217.3725,218.2525,218.685,0.007874,9
20210314_090000,223,3,9,355,5,9,-0.02101,-0.02084,-0.4687,0.0,0.01673,-0.08561,0.379,-0.07129,,0.0208,0.0352,-0.1071,0.0064,0.1336,0.0156,0.0298,-0.0839,0.016,0.1188,-0.077,0.0177,-0.2019,-0.0541,0.0552,215.9935,1.6075,215.225,216.21,216.97,217.3725,218.2525,218.685,0.007874,9
20210314_090000,223,3,9,355,5,10,0.07521,0.07567,-0.2618,0.0,0.04721,0.3415,-0.07129,0.2312,,0.0208,0.0352,-0.1071,0.0064,0.1336,0.0156,0.0298,-0.0839,0.016,0.1188,-0.077,0.0177,-0.2019,-0.0541,0.0552,215.9935,1.6075,215.225,216.21,216.97,217.3725,218.2525,218.685,0.007874,9
20210314_090000,223,15,4,383,5,0,0.07142,0.04587,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1969,3.0607,-1.288,-0.2997,0.8771,-0.2413,1.0648,-0.8765,-0.2703,0.3466,-0.2455,0.0104,-0.322,-0.2824,-0.1797,255.0154,11.7258,252.8,255.44,257.42,249.5,250.295,250.5,0.007874,9
20210314_090000,223,15,4,383,5,1,0.25,0.2771,-1.106,0.0,0.03655,0.07436,0.03921,0.0196,,-0.1969,3.0607,-1.288,-0.2997,0.8771,-0.2413,1.0648,-0.8765,-0.2703,0.3466,-0.2455,0.0104,-0.322,-0.2824,-0.1797,255.0154,11.7258,252.8,255.44,257.42,249.5,250.295,250.5,0.007874,9
20210314_090000,223,15,4,383,5,8,0.02044,0.01498,-0.409,0.0,0.07436,0.7446,-0.3297,0.5574,,-0.1969,3.0607,-1.288,-0.2997,0.8771,-0.2413,1.0648,-0.8765,-0.2703,0.3466,-0.2455,0.0104,-0.322,-0.2824,-0.1797,255.0154,11.7258,252.8,255.44,257.42,249.5,250.295,250.5,0.007874,9
20210314_090000,223,15,4,383,5,9,0.02838,0.04408,-0.2699,0.0,0.03921,-0.3297,0.7064,-0.3879,,-0.1969,3.0607,-1.288,-0.2997,0.8771,-0.2413,1.0648,-0.8765,-0.2703,0.3466,-0.2455,0.0104,-0.322,-0.2824,-0.1797,255.0154,11.7258,252.8,255.44,257.42,249.5,250.295,250.5,0.007874,9
