time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6,mean_fg_depar,var_fg_depar,q25_fg_depar,q50_fg_depar,q75_fg_depar,mean_an_depar,var_an_depar,q25_an_depar,q50_an_depar,q75_an_depar,mean_biascorr_fg,var_biascorr_fg,q25_biascorr_fg,q50_biascorr_fg,q75_biascorr_fg,mean_obs,var_obs,q25_obs,q50_obs,q75_obs,q25_anchors,q50_anchors,q75_anchors,normalized_time,cycle
20210402_030000,523,73,13,102,6,1,0.4856,0.4895,-0.4134,0.0,0.02442,-0.01913,-0.01447,0.04067,-0.03147,-0.542,1.3748,-1.2855,-0.4905,0.2822,-0.1612,0.3457,-0.5695,-0.0864,0.2543,-0.9319,0.0962,-1.0998,-1.023,-0.8522,259.7573,16.5142,256.86,260.76,262.68,248.16500000000002,253.835,258.57,0.598425,3
20210402_030000,523,73,13,102,6,2,-0.2964,-0.3017,0.3839,0.0,-0.01913,0.02268,-0.00798,-0.03819,0.0197,-0.542,1.3748,-1.2855,-0.4905,0.2822,-0.1612,0.3457,-0.5695,-0.0864,0.2543,-0.9319,0.0962,-1.0998,-1.023,-0.8522,259.7573,16.5142,256.86,260.76,262.68,248.16500000000002,253.835,258.57,0.598425,3
20210402_030000,523,73,13,102,6,8,-0.003216,-0.007291,-0.1048,0.0,-0.01447,-0.00798,1.229,0.08955,1.333,-0.542,1.3748,-1.2855,-0.4905,0.2822,-0.1612,0.3457,-0.5695,-0.0864,0.2543,-0.9319,0.0962,-1.0998,-1.023,-0.8522,259.7573,16.5142,256.86,260.76,262.68,248.16500000000002,253.835,258.57,0.598425,3
20210402_030000,523,73,13,102,6,9,0.1246,0.1228,0.2229,0.0,0.04067,-0.03819,0.08955,1.373,0.1062,-0.542,1.3748,-1.2855,-0.4905,0.2822,-0.1612,0.3457,-0.5695,-0.0864,0.2543,-0.9319,0.0962,-1.0998,-1.023,-0.8522,259.7573,16.5142,256.86,260.76,262.68,248.16500000000002,253.835,258.57,0.598425,3
20210402_030000,523,73,13,102,6,10,-0.1461,-0.1527,-0.1038,0.0,-0.03147,0.0197,1.333,0.1062,1.694,-0.542,1.3748,-1.2855,-0.4905,0.2822,-0.1612,0.3457,-0.5695,-0.0864,0.2543,-0.9319,0.0962,-1.0998,-1.023,-0.8522,259.7573,16.5142,256.86,260.76,262.68,248.16500000000002,253.835,258.57,0.598425,3
20210402_030000,523,73,14,102,6,0,0.4596,0.4732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,14,102,6,1,-0.2978,-0.3027,-0.4134,0.0,0.02442,-0.01913,-0.01447,0.04067,-0.03147,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,14,102,6,2,0.2236,0.2316,0.3839,0.0,-0.01913,0.02268,-0.00798,-0.03819,0.0197,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,14,102,6,8,0.09027,0.08492,-0.1048,0.0,-0.01447,-0.00798,1.229,0.08955,1.333,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,14,102,6,9,0.1545,0.1552,0.2229,0.0,0.04067,-0.03819,0.08955,1.373,0.1062,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,14,102,6,10,0.009088,0.005274,-0.1038,0.0,-0.03147,0.0197,1.333,0.1062,1.694,-0.0162,0.9116,-0.505,-0.0604,0.5414,0.2642,0.3504,-0.0185,0.2174,0.6239,0.7342,0.057,0.5646,0.6857,0.8887,266.692,12.2134,264.155,267.5,269.295,254.23375000000001,259.9,262.82500000000005,0.598425,3
20210402_030000,523,73,15,100,6,0,-1.181,-1.195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_030000,523,73,15,100,6,1,0.8887,0.8924,-0.4134,0.0,0.02442,-0.01913,-0.01447,0.04067,-0.03147,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_030000,523,73,15,100,6,2,-0.6756,-0.6824,0.3839,0.0,-0.01913,0.02268,-0.00798,-0.03819,0.0197,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_030000,523,73,15,100,6,8,-0.01367,-0.009913,-0.1048,0.0,-0.01447,-0.00798,1.229,0.08955,1.333,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_030000,523,73,15,100,6,9,0.07326,0.06651,0.2229,0.0,0.04067,-0.03819,0.08955,1.373,0.1062,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_030000,523,73,15,100,6,10,-0.2379,-0.2305,-0.1038,0.0,-0.03147,0.0197,1.333,0.1062,1.694,-0.4491,0.9098,-1.0187,-0.5458,0.0542,-0.2917,0.5236,-0.8325,-0.2927,0.0895,-1.7179,0.2324,-2.0308,-1.7963,-1.508,267.5226,8.0989,266.27,267.355,269.0375,262.54375,267.12,271.0375,0.598425,3
20210402_060000,223,3,6,73,5,0,-0.2456,-0.2472,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0512,0.0307,-0.169,-0.0572,0.0724,-0.0398,0.0301,-0.1654,-0.0167,0.0716,-0.2369,0.0152,-0.3664,-0.2029,-0.115,231.3248,4.1738,229.34,231.82,232.83,231.91625,238.39,244.22375,0.602362,6
20210402_060000,223,3,6,73,5,1,-0.02114,-0.02069,-0.4824,0.0,0.0383,0.03767,0.03026,0.01944,,-0.0512,0.0307,-0.169,-0.0572,0.0724,-0.0398,0.0301,-0.1654,-0.0167,0.0716,-0.2369,0.0152,-0.3664,-0.2029,-0.115,231.3248,4.1738,229.34,231.82,232.83,231.91625,238.39,244.22375,0.602362,6
20210402_060000,223,3,6,73,5,8,-0.03734,-0.03809,0.02538,0.0,0.03767,0.4688,0.2126,0.2342,,-0.0512,0.0307,-0.169,-0.0572,0.0724,-0.0398,0.0301,-0.1654,-0.0167,0.0716,-0.2369,0.0152,-0.3664,-0.2029,-0.115,231.3248,4.1738,229.34,231.82,232.83,231.91625,238.39,244.22375,0.602362,6
20210402_060000,223,3,6,73,5,9,-0.1014,-0.1017,-0.5753,0.0,0.03026,0.2126,0.3216,0.1645,,-0.0512,0.0307,-0.169,-0.0572,0.0724,-0.0398,0.0301,-0.1654,-0.0167,0.0716,-0.2369,0.0152,-0.3664,-0.2029,-0.115,231.3248,4.1738,229.34,231.82,232.83,231.91625,238.39,244.22375,0.602362,6
20210402_060000,223,3,6,73,5,10,-0.06194,-0.06262,-0.04525,0.0,0.01944,0.2342,0.1645,0.151,,-0.0512,0.0307,-0.169,-0.0572,0.0724,-0.0398,0.0301,-0.1654,-0.0167,0.0716,-0.2369,0.0152,-0.3664,-0.2029,-0.115,231.3248,4.1738,229.34,231.82,232.83,231.91625,238.39,244.22375,0.602362,6
20210402_060000,223,3,9,616,5,0,0.2891,0.298,1.0,0.0,0.0,0.0,0.0,0.0,,0.03239999999999999,0.038200000000000005,-0.10319999999999999,0.05320000000000001,0.1612,0.0328,0.038700000000000005,-0.101,0.0494,0.16230000000000003,0.0917,0.057300000000000004,-0.09420000000000002,-0.013800000000000003,0.2502,215.8173,1.5018999999999998,214.76749999999998,215.70999999999998,216.73250000000002,214.74999999999994,215.8375,216.74500000000003,0.602362,6
20210402_060000,223,3,9,616,5,1,0.155,0.1516,-0.4824,0.0,0.0383,0.03767,0.03026,0.01944,,0.03239999999999999,0.038200000000000005,-0.10319999999999999,0.05320000000000001,0.1612,0.0328,0.038700000000000005,-0.101,0.0494,0.16230000000000003,0.0917,0.057300000000000004,-0.09420000000000002,-0.013800000000000003,0.2502,215.8173,1.5018999999999998,214.76749999999998,215.70999999999998,216.73250000000002,214.74999999999994,215.8375,216.74500000000003,0.602362,6
20210402_060000,223,3,9,616,5,8,-0.4292,-0.4209,0.02538,0.0,0.03767,0.4688,0.2126,0.2342,,0.03239999999999999,0.038200000000000005,-0.10319999999999999,0.05320000000000001,0.1612,0.0328,0.038700000000000005,-0.101,0.0494,0.16230000000000003,0.0917,0.057300000000000004,-0.09420000000000002,-0.013800000000000003,0.2502,215.8173,1.5018999999999998,214.76749999999998,215.70999999999998,216.73250000000002,214.74999999999994,215.8375,216.74500000000003,0.602362,6
20210402_060000,223,3,9,616,5,9,0.1919,0.1808,-0.5753,0.0,0.03026,0.2126,0.3216,0.1645,,0.03239999999999999,0.038200000000000005,-0.10319999999999999,0.05320000000000001,0.1612,0.0328,0.038700000000000005,-0.101,0.0494,0.16230000000000003,0.0917,0.057300000000000004,-0.09420000000000002,-0.013800000000000003,0.2502,215.8173,1.5018999999999998,214.76749999999998,215.70999999999998,216.73250000000002,214.74999999999994,215.8375,216.74500000000003,0.602362,6
20210402_060000,223,3,9,616,5,10,0.02901,0.03146,-0.04525,0.0,0.01944,0.2342,0.1645,0.151,,0.03239999999999999,0.038200000000000005,-0.10319999999999999,0.05320000000000001,0.1612,0.0328,0.038700000000000005,-0.101,0.0494,0.16230000000000003,0.0917,0.057300000000000004,-0.09420000000000002,-0.013800000000000003,0.2502,215.8173,1.5018999999999998,214.76749999999998,215.70999999999998,216.73250000000002,214.74999999999994,215.8375,216.74500000000003,0.602362,6
20210402_060000,223,15,4,2205,5,0,0.07554,0.001549,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1133,1.3484,-0.8311,-0.0708,0.6133,-0.0989,1.3623,-0.7979,-0.0778,0.6744,0.1265,0.0148,0.053,0.1555,0.2197,262.1898,15.1175,259.27,262.86,265.39,258.2,262.815,265.92999999999995,0.602362,6
20210402_060000,223,15,4,2205,5,1,0.1195,0.1881,-0.4672,0.0,0.03664,0.04962,0.05249,0.03823,,-0.1133,1.3484,-0.8311,-0.0708,0.6133,-0.0989,1.3623,-0.7979,-0.0778,0.6744,0.1265,0.0148,0.053,0.1555,0.2197,262.1898,15.1175,259.27,262.86,265.39,258.2,262.815,265.92999999999995,0.602362,6
20210402_060000,223,15,4,2205,5,8,0.01315,0.03433,0.1748,0.0,0.04962,0.5842,0.4609,0.4295,,-0.1133,1.3484,-0.8311,-0.0708,0.6133,-0.0989,1.3623,-0.7979,-0.0778,0.6744,0.1265,0.0148,0.053,0.1555,0.2197,262.1898,15.1175,259.27,262.86,265.39,258.2,262.815,265.92999999999995,0.602362,6
20210402_060000,223,15,4,2205,5,9,-0.2178,-0.179,-0.3512,0.0,0.05249,0.4609,0.7125,0.5036,,-0.1133,1.3484,-0.8311,-0.0708,0.6133,-0.0989,1.3623,-0.7979,-0.0778,0.6744,0.1265,0.0148,0.053,0.1555,0.2197,262.1898,15.1175,259.27,262.86,265.39,258.2,262.815,265.92999999999995,0.602362,6
20210402_060000,223,15,4,2205,5,10,-0.01528,0.0269,0.1448,0.0,0.03823,0.4295,0.5036,0.4299,,-0.1133,1.3484,-0.8311,-0.0708,0.6133,-0.0989,1.3623,-0.7979,-0.0778,0.6744,0.1265,0.0148,0.053,0.1555,0.2197,262.1898,15.1175,259.27,262.86,265.39,258.2,262.815,265.92999999999995,0.602362,6
20210402_060000,223,15,5,1962,5,0,-0.7573,-0.4759,1.0,0.0,0.0,0.0,0.0,0.0,,0.4168,0.62,-0.0383,0.4013,0.8653,0.4452,0.6409,-0.0191,0.4342,0.9377,-0.8459,0.0068,-0.9035,-0.8441,-0.7777,269.8149,11.803,268.11,269.78,271.765,271.695,274.40250000000003,277.115,0.602362,6
20210402_060000,223,15,5,1962,5,1,0.3138,0.1867,-0.4672,0.0,0.03664,0.04962,0.05249,0.03823,,0.4168,0.62,-0.0383,0.4013,0.8653,0.4452,0.6409,-0.0191,0.4342,0.9377,-0.8459,0.0068,-0.9035,-0.8441,-0.7777,269.8149,11.803,268.11,269.78,271.765,271.695,274.40250000000003,277.115,0.602362,6
20210402_060000,223,15,5,1962,5,8,0.07504,0.1166,0.1748,0.0,0.04962,0.5842,0.4609,0.4295,,0.4168,0.62,-0.0383,0.4013,0.8653,0.4452,0.6409,-0.0191,0.4342,0.9377,-0.8459,0.0068,-0.9035,-0.8441,-0.7777,269.8149,11.803,268.11,269.78,271.765,271.695,274.40250000000003,277.115,0.602362,6
20210402_060000,223,15,5,1962,5,9,-0.1084,-0.2387,-0.3512,0.0,0.05249,0.4609,0.7125,0.5036,,0.4168,0.62,-0.0383,0.4013,0.8653,0.4452,0.6409,-0.0191,0.4342,0.9377,-0.8459,0.0068,-0.9035,-0.8441,-0.7777,269.8149,11.803,268.11,269.78,271.765,271.695,274.40250000000003,277.115,0.602362,6
20210402_060000,223,15,5,1962,5,10,-0.007769,-0.01071,0.1448,0.0,0.03823,0.4295,0.5036,0.4299,,0.4168,0.62,-0.0383,0.4013,0.8653,0.4452,0.6409,-0.0191,0.4342,0.9377,-0.8459,0.0068,-0.9035,-0.8441,-0.7777,269.8149,11.803,268.11,269.78,271.765,271.695,274.40250000000003,277.115,0.602362,6
20210402_090000,3,3,6,56,5,0,0.02681,0.03066,1.0,0.0,0.0,0.0,0.0,0.0,,0.0793,0.0667,-0.0517,0.0824,0.259,0.1533,0.0704,0.0409,0.1709,0.3249,0.023,0.0001,0.014,0.0226,0.0317,231.6234,4.4301,229.61,231.475,233.4775,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,3,6,56,5,1,0.01295,0.01093,-0.5831,0.0,0.05361,0.005216,0.01172,0.008102,,0.0793,0.0667,-0.0517,0.0824,0.259,0.1533,0.0704,0.0409,0.1709,0.3249,0.023,0.0001,0.014,0.0226,0.0317,231.6234,4.4301,229.61,231.475,233.4775,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,3,6,56,5,8,0.006622,0.009229,0.6651,0.0,0.005216,0.09583,0.181,0.1143,,0.0793,0.0667,-0.0517,0.0824,0.259,0.1533,0.0704,0.0409,0.1709,0.3249,0.023,0.0001,0.014,0.0226,0.0317,231.6234,4.4301,229.61,231.475,233.4775,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,3,6,56,5,9,-0.01552,-0.01625,-0.2278,0.0,0.01172,0.181,0.351,0.2264,,0.0793,0.0667,-0.0517,0.0824,0.259,0.1533,0.0704,0.0409,0.1709,0.3249,0.023,0.0001,0.014,0.0226,0.0317,231.6234,4.4301,229.61,231.475,233.4775,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,3,6,56,5,10,-0.003798,-0.002748,0.2435,0.0,0.008102,0.1143,0.2264,0.1487,,0.0793,0.0667,-0.0517,0.0824,0.259,0.1533,0.0704,0.0409,0.1709,0.3249,0.023,0.0001,0.014,0.0226,0.0317,231.6234,4.4301,229.61,231.475,233.4775,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,3,7,57,5,0,-0.2003,-0.2002,1.0,0.0,0.0,0.0,0.0,0.0,,-0.07000000000000003,0.026399999999999993,-0.17030000000000006,-0.07889999999999998,0.05369999999999998,0.003200000000000001,0.021299999999999993,-0.09159999999999997,0.011300000000000003,0.11790000000000006,-0.37389999999999995,0.006099999999999999,-0.4291,-0.3834,-0.3246000000000001,223.0209,3.3117999999999985,221.67999999999995,222.92999999999995,224.30000000000007,217.16999999999996,219.2599999999999,225.69374999999994,0.606299,9
20210402_090000,3,3,7,57,5,1,0.1446,0.1439,-0.5831,0.0,0.05361,0.005216,0.01172,0.008102,,-0.07000000000000003,0.026399999999999993,-0.17030000000000006,-0.07889999999999998,0.05369999999999998,0.003200000000000001,0.021299999999999993,-0.09159999999999997,0.011300000000000003,0.11790000000000006,-0.37389999999999995,0.006099999999999999,-0.4291,-0.3834,-0.3246000000000001,223.0209,3.3117999999999985,221.67999999999995,222.92999999999995,224.30000000000007,217.16999999999996,219.2599999999999,225.69374999999994,0.606299,9
20210402_090000,3,3,7,57,5,8,-0.0905,-0.09024,0.6651,0.0,0.005216,0.09583,0.181,0.1143,,-0.07000000000000003,0.026399999999999993,-0.17030000000000006,-0.07889999999999998,0.05369999999999998,0.003200000000000001,0.021299999999999993,-0.09159999999999997,0.011300000000000003,0.11790000000000006,-0.37389999999999995,0.006099999999999999,-0.4291,-0.3834,-0.3246000000000001,223.0209,3.3117999999999985,221.67999999999995,222.92999999999995,224.30000000000007,217.16999999999996,219.2599999999999,225.69374999999994,0.606299,9
20210402_090000,3,3,7,57,5,9,-0.02358,-0.02313,-0.2278,0.0,0.01172,0.181,0.351,0.2264,,-0.07000000000000003,0.026399999999999993,-0.17030000000000006,-0.07889999999999998,0.05369999999999998,0.003200000000000001,0.021299999999999993,-0.09159999999999997,0.011300000000000003,0.11790000000000006,-0.37389999999999995,0.006099999999999999,-0.4291,-0.3834,-0.3246000000000001,223.0209,3.3117999999999985,221.67999999999995,222.92999999999995,224.30000000000007,217.16999999999996,219.2599999999999,225.69374999999994,0.606299,9
20210402_090000,3,3,7,57,5,10,-0.05846,-0.05805,0.2435,0.0,0.008102,0.1143,0.2264,0.1487,,-0.07000000000000003,0.026399999999999993,-0.17030000000000006,-0.07889999999999998,0.05369999999999998,0.003200000000000001,0.021299999999999993,-0.09159999999999997,0.011300000000000003,0.11790000000000006,-0.37389999999999995,0.006099999999999999,-0.4291,-0.3834,-0.3246000000000001,223.0209,3.3117999999999985,221.67999999999995,222.92999999999995,224.30000000000007,217.16999999999996,219.2599999999999,225.69374999999994,0.606299,9
20210402_090000,3,3,8,148,5,0,0.2939,0.3005,1.0,0.0,0.0,0.0,0.0,0.0,,0.0503,0.0322,-0.0568,0.0551,0.1595,0.1113,0.0355,0.005,0.1071,0.2341,0.3663,0.0014,0.3362,0.3723,0.3966,219.64,2.4563,218.49,219.55,220.54,213.575,215.675,218.25125,0.606299,9
20210402_090000,3,3,8,148,5,1,-0.06207,-0.06533,-0.5831,0.0,0.05361,0.005216,0.01172,0.008102,,0.0503,0.0322,-0.0568,0.0551,0.1595,0.1113,0.0355,0.005,0.1071,0.2341,0.3663,0.0014,0.3362,0.3723,0.3966,219.64,2.4563,218.49,219.55,220.54,213.575,215.675,218.25125,0.606299,9
20210402_090000,3,3,8,148,5,8,0.03169,0.03718,0.6651,0.0,0.005216,0.09583,0.181,0.1143,,0.0503,0.0322,-0.0568,0.0551,0.1595,0.1113,0.0355,0.005,0.1071,0.2341,0.3663,0.0014,0.3362,0.3723,0.3966,219.64,2.4563,218.49,219.55,220.54,213.575,215.675,218.25125,0.606299,9
20210402_090000,3,3,8,148,5,9,-0.07386,-0.07341,-0.2278,0.0,0.01172,0.181,0.351,0.2264,,0.0503,0.0322,-0.0568,0.0551,0.1595,0.1113,0.0355,0.005,0.1071,0.2341,0.3663,0.0014,0.3362,0.3723,0.3966,219.64,2.4563,218.49,219.55,220.54,213.575,215.675,218.25125,0.606299,9
20210402_090000,3,3,8,148,5,10,0.004425,0.007213,0.2435,0.0,0.008102,0.1143,0.2264,0.1487,,0.0503,0.0322,-0.0568,0.0551,0.1595,0.1113,0.0355,0.005,0.1071,0.2341,0.3663,0.0014,0.3362,0.3723,0.3966,219.64,2.4563,218.49,219.55,220.54,213.575,215.675,218.25125,0.606299,9
20210402_090000,3,3,9,148,5,0,0.06407,0.06824,1.0,0.0,0.0,0.0,0.0,0.0,,0.0812,0.0312,-0.04,0.0849,0.194,0.0913,0.0309,-0.0332,0.0991,0.2115,-0.0701,0.0042,-0.1155,-0.0656,-0.0238,216.6884,1.08,215.94,216.635,217.255,215.08499999999998,216.14,217.07999999999998,0.606299,9
20210402_090000,3,3,9,148,5,1,0.1517,0.1491,-0.5831,0.0,0.05361,0.005216,0.01172,0.008102,,0.0812,0.0312,-0.04,0.0849,0.194,0.0913,0.0309,-0.0332,0.0991,0.2115,-0.0701,0.0042,-0.1155,-0.0656,-0.0238,216.6884,1.08,215.94,216.635,217.255,215.08499999999998,216.14,217.07999999999998,0.606299,9
20210402_090000,3,3,9,148,5,8,-0.06173,-0.05956,0.6651,0.0,0.005216,0.09583,0.181,0.1143,,0.0812,0.0312,-0.04,0.0849,0.194,0.0913,0.0309,-0.0332,0.0991,0.2115,-0.0701,0.0042,-0.1155,-0.0656,-0.0238,216.6884,1.08,215.94,216.635,217.255,215.08499999999998,216.14,217.07999999999998,0.606299,9
20210402_090000,3,3,9,148,5,9,-0.03679,-0.03877,-0.2278,0.0,0.01172,0.181,0.351,0.2264,,0.0812,0.0312,-0.04,0.0849,0.194,0.0913,0.0309,-0.0332,0.0991,0.2115,-0.0701,0.0042,-0.1155,-0.0656,-0.0238,216.6884,1.08,215.94,216.635,217.255,215.08499999999998,216.14,217.07999999999998,0.606299,9
20210402_090000,3,3,9,148,5,10,-0.04338,-0.04299,0.2435,0.0,0.008102,0.1143,0.2264,0.1487,,0.0812,0.0312,-0.04,0.0849,0.194,0.0913,0.0309,-0.0332,0.0991,0.2115,-0.0701,0.0042,-0.1155,-0.0656,-0.0238,216.6884,1.08,215.94,216.635,217.255,215.08499999999998,216.14,217.07999999999998,0.606299,9
20210402_090000,3,15,3,153,5,0,0.2413,0.2368,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1461,2.4291,-1.0064,0.1217,0.901,-0.0546,0.4893,-0.4972,-0.1148,0.4198,0.1641,0.0028,0.1236,0.1646,0.205,249.6836,14.2254,247.05,249.57,253.06,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,15,3,153,5,1,0.2089,0.2099,-0.5589,0.0,0.05203,0.01891,0.04673,0.03814,,-0.1461,2.4291,-1.0064,0.1217,0.901,-0.0546,0.4893,-0.4972,-0.1148,0.4198,0.1641,0.0028,0.1236,0.1646,0.205,249.6836,14.2254,247.05,249.57,253.06,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,15,3,153,5,8,0.07402,0.0747,0.8325,0.0,0.01891,0.165,0.3731,0.2862,,-0.1461,2.4291,-1.0064,0.1217,0.901,-0.0546,0.4893,-0.4972,-0.1148,0.4198,0.1641,0.0028,0.1236,0.1646,0.205,249.6836,14.2254,247.05,249.57,253.06,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,15,3,153,5,9,-0.001172,0.006972,0.1972,0.0,0.04673,0.3731,0.8706,0.685,,-0.1461,2.4291,-1.0064,0.1217,0.901,-0.0546,0.4893,-0.4972,-0.1148,0.4198,0.1641,0.0028,0.1236,0.1646,0.205,249.6836,14.2254,247.05,249.57,253.06,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,15,3,153,5,10,-0.02976,-0.02607,0.6006,0.0,0.03814,0.2862,0.685,0.5501,,-0.1461,2.4291,-1.0064,0.1217,0.901,-0.0546,0.4893,-0.4972,-0.1148,0.4198,0.1641,0.0028,0.1236,0.1646,0.205,249.6836,14.2254,247.05,249.57,253.06,230.85,237.85,245.24375,0.606299,9
20210402_090000,3,15,4,143,5,0,-0.4675,-0.4678,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0276,1.6025,-0.9567,-0.0218,0.8707,-0.0083,0.3555,-0.3883,-0.033,0.4188,-0.605,0.004,-0.6536,-0.6113,-0.5516,260.2843,13.2574,257.825,260.94,263.41,257.98249999999996,262.22,265.51374999999996,0.606299,9
20210402_090000,3,15,4,143,5,1,0.1445,0.1464,-0.5589,0.0,0.05203,0.01891,0.04673,0.03814,,-0.0276,1.6025,-0.9567,-0.0218,0.8707,-0.0083,0.3555,-0.3883,-0.033,0.4188,-0.605,0.004,-0.6536,-0.6113,-0.5516,260.2843,13.2574,257.825,260.94,263.41,257.98249999999996,262.22,265.51374999999996,0.606299,9
20210402_090000,3,15,4,143,5,8,-0.05082,-0.04965,0.8325,0.0,0.01891,0.165,0.3731,0.2862,,-0.0276,1.6025,-0.9567,-0.0218,0.8707,-0.0083,0.3555,-0.3883,-0.033,0.4188,-0.605,0.004,-0.6536,-0.6113,-0.5516,260.2843,13.2574,257.825,260.94,263.41,257.98249999999996,262.22,265.51374999999996,0.606299,9
20210402_090000,3,15,4,143,5,9,0.1119,0.1144,0.1972,0.0,0.04673,0.3731,0.8706,0.685,,-0.0276,1.6025,-0.9567,-0.0218,0.8707,-0.0083,0.3555,-0.3883,-0.033,0.4188,-0.605,0.004,-0.6536,-0.6113,-0.5516,260.2843,13.2574,257.825,260.94,263.41,257.98249999999996,262.22,265.51374999999996,0.606299,9
20210402_090000,3,15,4,143,5,10,-0.009182,-0.007757,0.6006,0.0,0.03814,0.2862,0.685,0.5501,,-0.0276,1.6025,-0.9567,-0.0218,0.8707,-0.0083,0.3555,-0.3883,-0.033,0.4188,-0.605,0.004,-0.6536,-0.6113,-0.5516,260.2843,13.2574,257.825,260.94,263.41,257.98249999999996,262.22,265.51374999999996,0.606299,9
20210402_090000,3,15,5,119,5,0,-0.77,-0.7663,1.0,0.0,0.0,0.0,0.0,0.0,,0.0728,1.6902,-0.8366,0.0683,0.9876,0.0609,0.6668,-0.4701,0.1439,0.5384,-1.071,0.0113,-1.1365,-1.0755,-0.9961,269.2614,11.9249,268.01,269.35,271.605,271.7,273.95,276.12125000000003,0.606299,9
20210402_090000,3,15,5,119,5,1,0.3406,0.3368,-0.5589,0.0,0.05203,0.01891,0.04673,0.03814,,0.0728,1.6902,-0.8366,0.0683,0.9876,0.0609,0.6668,-0.4701,0.1439,0.5384,-1.071,0.0113,-1.1365,-1.0755,-0.9961,269.2614,11.9249,268.01,269.35,271.605,271.7,273.95,276.12125000000003,0.606299,9
20210402_090000,3,15,5,119,5,8,-0.1251,-0.1252,0.8325,0.0,0.01891,0.165,0.3731,0.2862,,0.0728,1.6902,-0.8366,0.0683,0.9876,0.0609,0.6668,-0.4701,0.1439,0.5384,-1.071,0.0113,-1.1365,-1.0755,-0.9961,269.2614,11.9249,268.01,269.35,271.605,271.7,273.95,276.12125000000003,0.606299,9
